Date,Value,Momentum,Composite_50_50,Composite_70_30,Composite_30_70
2018-02-28,0.0,0.0,0.0,0.0,0.0
2018-03-31,-0.004391621412622976,0.005010440770545161,0.0,0.0,0.0
2018-04-30,-0.0012704655077475507,0.006654674139857672,0.0,0.0,0.0
2018-05-31,0.003985850977902633,0.031063819092641026,0.0,0.0,0.0
2018-06-30,0.015762865422547914,-0.0012015335580949583,0.0,0.0,0.0
2018-07-31,0.020998900114971894,0.026406966080916344,0.0,0.0,0.0
2018-08-31,0.03389775812839213,0.026601746933416714,0.0,0.0,0.0
2018-09-30,-0.0021060954917268395,-0.006319872911337458,0.0,0.0,0.0
2018-10-31,-0.0668134202772552,-0.07151802762980006,0.0,0.0,0.0
2018-11-30,0.017740104373273783,0.031402564031616884,0.0,0.0,0.0
2018-12-31,-0.1154606384081012,-0.09621347073355511,0.0,0.0,0.0
2019-01-31,0.10102666151255524,0.10416875325898678,0.0,0.0,0.0
2019-02-28,0.05053846556206651,0.05030165503864659,0.0,0.0,0.0
2019-03-31,-0.026447702636493133,0.01913974575895077,0.026677416220474252,0.025442874344841916,0.026677416220474252
2019-04-30,0.04451845636620446,0.02262905706285532,0.022988593929358307,0.0236153306495622,0.02051645530389667
2019-05-31,-0.07333451627948201,-0.03770566521031783,-0.030210107849063018,-0.02952331406150042,-0.030210107849063018
2019-06-30,0.05783762497249875,0.07695499616194268,0.07035346573315736,0.07035346573315736,0.06956915147681773
2019-07-31,0.001240365060766178,0.018520002321934036,0.02237763868501013,0.02253322551142143,0.02259803632215549
2019-08-31,-0.034380264990155944,0.013868014428088736,0.021051005634367084,0.019288701985497616,0.02043092729721257
2019-09-30,0.04345721343406615,-0.013314711818454473,-0.014730807394081055,-0.014528003826843081,-0.015456184084690586
2019-10-31,0.01776881531404029,0.010105286304281619,0.007249734294318726,0.008630944253816395,0.007814697569742329
2019-11-30,0.04066775806248006,0.017681894495390215,0.020055759882941646,0.020255346629933092,0.012011048523472463
2019-12-31,0.029528814577614033,0.019625846925624035,0.020612771773340123,0.020888492488335172,0.021339141409791748
2020-01-31,-0.0359254760104947,0.01337973994006556,0.017613303499109216,0.017692377797564534,0.017051868203092478
2020-02-29,-0.09605185060745104,-0.07777346736932045,-0.07283933060200323,-0.07419307946969628,-0.07229555586972874
2020-03-31,-0.2529471220219524,-0.15851036997283285,-0.15618082032080108,-0.16154646332410855,-0.15770359617222468
2020-04-30,0.16284523671618514,0.14216053868218184,0.15946734070456456,0.15996375918317907,0.15969494080644006
2020-05-31,0.03744015757387339,0.08268175722717303,0.07926216001804547,0.08231682785129321,0.07743142451422577
2020-06-30,0.033780585075228714,0.013151404487058533,0.015583434516403186,0.01562380308204417,0.015557501498836201
2020-07-31,0.041106026578117634,0.0636152156626246,0.06695947927840662,0.06563422996728488,0.0656892253710053
2020-08-31,0.02766400878166711,0.04045407439375078,0.040749240345553266,0.04443488034313159,0.04241883780383747
2020-09-30,-0.040956665513403004,-0.019693420694634128,-0.023312506362230617,-0.02487564069570285,-0.022450472229558247
2020-10-31,0.013545608681502744,0.00027545105408538235,-0.0032460116975846437,-0.0036820568683465908,-0.0041650859131320064
2020-11-30,0.18327162195369792,0.13715548369325636,0.12500118478240252,0.1258484446913511,0.1180432804485102
2020-12-31,0.03720308199723371,0.0841461548885784,0.04382945090125684,0.043874241975208214,0.042464114198580906
2021-01-31,0.024725621890229813,0.09253816527036873,0.013827689813194387,0.013957249155345419,0.013827689813194387
2021-02-28,0.11458718167705459,0.05780890311088044,0.0424409658610182,0.041083435120726715,0.04353233190989313
2021-03-31,0.03991306509569552,-0.006822208714649676,0.00035101393342523105,0.0035755768790374162,0.0013244693344675363
2021-04-30,0.048578643922441586,0.012316686714030852,0.04360850809211615,0.04682136890837999,0.04532793127562357
2021-05-31,0.030753577241949867,0.004369832777578448,0.026185837938764035,0.02772896684053531,0.0223721770687109
2021-06-30,0.008415213999341763,0.020530409513193886,0.031759446139889125,0.02377541325363876,0.027604727925621086
2021-07-31,-0.03678245993069995,-0.037482139661000655,-0.026180850143940317,-0.024885208523432616,-0.026097272191589686
2021-08-31,0.02023058654979008,0.03303394252753339,0.03034731975097235,0.03441850141540294,0.028308627952725214
2021-09-30,-0.021902488308347654,-0.02310876857554427,-0.0189362850999395,-0.021645773851650764,-0.0189362850999395
2021-10-31,0.02446886556918345,0.059060300015582316,0.06812631633432542,0.061467232881435206,0.06812631633432542
2021-11-30,-0.04602110774234035,-0.03320564858290424,-0.04308700876292479,-0.045808160122520675,-0.043378926211218916
2021-12-31,0.02811310399757984,-0.0035225014830583086,0.011701241377877059,0.012123661564279496,0.011865773276258037
2022-01-31,-0.014731414604144987,-0.07915438515346986,-0.04746018473954641,-0.04541171410659592,-0.04833450574966495
2022-02-28,-0.002547663107053375,0.0037887404473464607,0.007800411127357233,0.008795874525351662,0.006649745925307037
2022-03-31,0.010096098193703181,0.035953156681300336,0.04314892404431847,0.04024515733169334,0.04238500872681461
