RegimeType,Regime,Annualized Return,Annualized Volatility,Sharpe,Max Drawdown,Observations
VolRegime,High Vol,0.5186684349238508,0.8005687916283795,0.6478749113725313,-0.47067106940142667,36.0
VolRegime,Low Vol,0.12786505367733714,0.5335414786210694,0.23965344551618106,-0.6373049671702459,47.0
TrendRegime,Bear,-0.40117375648960873,0.8018868163431664,-0.5002872578939207,-0.747711693104526,28.0
TrendRegime,Bull,0.8914984385139446,0.5618302064317299,1.5867755565796087,-0.34069972866095766,55.0
