Date,Ticker,Sector,composite_50_50,raw_selected,raw_weight,sector_neutral_selected,sector_neutral_weight
2021-06-30,A,Healthcare,-0.06522481253164276,False,0.0,True,0.007575757575757576
2021-07-31,A,Healthcare,0.01833895122902967,False,0.0,True,0.007575757575757576
2021-08-31,A,Healthcare,0.04885077882289161,False,0.0,True,0.007575757575757576
2021-09-30,A,Healthcare,0.16921452265217438,True,0.010416666666666666,True,0.007575757575757576
2021-10-31,A,Healthcare,0.033962700110234265,False,0.0,True,0.007575757575757576
2021-11-30,A,Healthcare,-0.03365554594600379,False,0.0,True,0.007575757575757576
2021-12-31,A,Healthcare,-0.013179781616781485,False,0.0,False,0.0
2022-01-31,A,Healthcare,0.07395095591773239,False,0.0,False,0.0
2022-02-28,A,Healthcare,-0.028394006715817603,False,0.0,False,0.0
2022-03-31,A,Healthcare,-0.03360855916565984,False,0.0,False,0.0
2022-04-30,A,Healthcare,-0.03732663856924852,False,0.0,False,0.0
2022-05-31,A,Healthcare,-0.07934463624423753,False,0.0,False,0.0
2022-06-30,A,Healthcare,-0.027931695080479907,False,0.0,False,0.0
2022-07-31,A,Healthcare,-0.07127164841494889,False,0.0,False,0.0
2022-08-31,A,Healthcare,-0.05450247938354846,False,0.0,False,0.0
2022-09-30,A,Healthcare,-0.20335132710396528,False,0.0,False,0.0
2022-10-31,A,Healthcare,-0.06751510973244725,False,0.0,False,0.0
2022-11-30,A,Healthcare,0.047191801759803795,False,0.0,False,0.0
2022-12-31,A,Healthcare,0.13622204877377803,False,0.0,False,0.0
2023-01-31,A,Healthcare,0.14576674485004737,False,0.0,False,0.0
2023-02-28,A,Healthcare,0.21099788471255562,False,0.0,False,0.0
2023-03-31,A,Healthcare,0.25749051721494254,False,0.0,False,0.0
2023-04-30,A,Healthcare,0.21760567985183865,False,0.0,False,0.0
2023-05-31,A,Healthcare,0.22344668711963298,False,0.0,False,0.0
2023-06-30,A,Healthcare,-0.09674844145304366,False,0.0,False,0.0
2023-07-31,A,Healthcare,-0.15368295282805405,False,0.0,False,0.0
2023-08-31,A,Healthcare,-0.23113010105446657,False,0.0,False,0.0
2023-09-30,A,Healthcare,-0.17057059259645319,False,0.0,False,0.0
2023-10-31,A,Healthcare,-0.26475282797474053,False,0.0,False,0.0
2023-11-30,A,Healthcare,-0.3357186222235119,False,0.0,False,0.0
2023-12-31,A,Healthcare,-0.25055660765093846,False,0.0,False,0.0
2024-01-31,A,Healthcare,-0.22963844928731678,False,0.0,False,0.0
2024-02-29,A,Healthcare,-0.23578687307955096,False,0.0,False,0.0
2024-03-31,A,Healthcare,-0.17949874240884967,False,0.0,False,0.0
2024-04-30,A,Healthcare,-0.15404531555161957,False,0.0,False,0.0
2024-05-31,A,Healthcare,-0.15204472064012697,False,0.0,False,0.0
2024-06-30,A,Healthcare,-0.09469643559756678,False,0.0,False,0.0
2024-07-31,A,Healthcare,-0.05135392424347335,False,0.0,False,0.0
2024-08-31,A,Healthcare,0.0345736179841733,False,0.0,False,0.0
2024-09-30,A,Healthcare,-0.017516114025118913,False,0.0,False,0.0
2024-10-31,A,Healthcare,0.030092447956338197,False,0.0,False,0.0
2024-11-30,A,Healthcare,-0.09555833447983278,False,0.0,False,0.0
2024-12-31,A,Healthcare,-0.22353650785353796,False,0.0,False,0.0
2018-02-28,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-03-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-04-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-05-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-06-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-07-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-08-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-09-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-10-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-11-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-12-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-01-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-02-28,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-03-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-04-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-05-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-06-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-07-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-08-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-09-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-10-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-11-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2019-12-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-01-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-02-29,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-03-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-04-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-05-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-06-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-07-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-08-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-09-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-10-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-11-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2020-12-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-01-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-02-28,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-03-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-04-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-05-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-06-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-07-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-08-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-09-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-10-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-11-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2021-12-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-01-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-02-28,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-03-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-04-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-05-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-06-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-07-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-08-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-09-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-10-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-11-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2022-12-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-01-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-02-28,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-03-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-04-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-05-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-06-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-07-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-08-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-09-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-10-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-11-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2023-12-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-01-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-02-29,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-03-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-04-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-05-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-06-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-07-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-08-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-09-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-10-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-11-30,AACG,Consumer Defensive,,False,0.0,False,0.0
2024-12-31,AACG,Consumer Defensive,,False,0.0,False,0.0
2018-02-28,AAL,Industrials,,False,0.0,False,0.0
2018-03-31,AAL,Industrials,,False,0.0,False,0.0
2018-04-30,AAL,Industrials,,False,0.0,False,0.0
2018-05-31,AAL,Industrials,,False,0.0,False,0.0
2018-06-30,AAL,Industrials,,False,0.0,False,0.0
2018-07-31,AAL,Industrials,,False,0.0,False,0.0
2018-08-31,AAL,Industrials,,False,0.0,False,0.0
2018-09-30,AAL,Industrials,,False,0.0,False,0.0
2018-10-31,AAL,Industrials,,False,0.0,False,0.0
2018-11-30,AAL,Industrials,,False,0.0,False,0.0
2018-12-31,AAL,Industrials,,False,0.0,False,0.0
2019-01-31,AAL,Industrials,,False,0.0,False,0.0
2019-02-28,AAL,Industrials,-0.6034645891023951,False,0.0,False,0.0
2019-03-31,AAL,Industrials,-0.7093957376226632,False,0.0,False,0.0
2019-04-30,AAL,Industrials,-0.8398230081819535,False,0.0,False,0.0
2019-05-31,AAL,Industrials,-0.5648257030352796,False,0.0,False,0.0
2019-06-30,AAL,Industrials,-0.6791714306714978,False,0.0,False,0.0
2019-07-31,AAL,Industrials,-0.3414601955078105,False,0.0,False,0.0
2019-08-31,AAL,Industrials,-0.42169792168395276,False,0.0,False,0.0
2019-09-30,AAL,Industrials,-0.5281256224400025,False,0.0,False,0.0
2019-10-31,AAL,Industrials,-0.6173876127750357,False,0.0,False,0.0
2019-11-30,AAL,Industrials,-0.4383647586971158,False,0.0,False,0.0
2019-12-31,AAL,Industrials,-0.661918577876519,False,0.0,False,0.0
2020-01-31,AAL,Industrials,-0.540688746604903,False,0.0,False,0.0
2020-02-29,AAL,Industrials,-0.5945715467257776,False,0.0,False,0.0
2020-03-31,AAL,Industrials,-0.7153398395135109,False,0.0,False,0.0
2020-04-30,AAL,Industrials,-0.7174158414412151,False,0.0,False,0.0
2020-05-31,AAL,Industrials,-0.7758122495697044,False,0.0,False,0.0
2020-06-30,AAL,Industrials,-0.8019527158395605,False,0.0,False,0.0
2020-07-31,AAL,Industrials,-0.7278641955277024,False,0.0,False,0.0
2020-08-31,AAL,Industrials,-0.6981476772421498,False,0.0,False,0.0
2020-09-30,AAL,Industrials,-0.5214003053817122,False,0.0,False,0.0
2020-10-31,AAL,Industrials,-0.5595795403914067,False,0.0,False,0.0
2020-11-30,AAL,Industrials,-0.6492950385552729,False,0.0,False,0.0
2020-12-31,AAL,Industrials,-0.5417084289140491,False,0.0,False,0.0
2021-01-31,AAL,Industrials,-0.49391163030938284,False,0.0,False,0.0
2021-02-28,AAL,Industrials,-0.3375367355448603,False,0.0,False,0.0
2021-03-31,AAL,Industrials,-0.12236738129394419,False,0.0,False,0.0
2021-04-30,AAL,Industrials,-0.05062587403237622,False,0.0,False,0.0
2021-05-31,AAL,Industrials,-0.03286820860294255,False,0.0,False,0.0
2021-06-30,AAL,Industrials,0.23010559809589368,True,0.010416666666666666,True,0.006060606060606061
2021-07-31,AAL,Industrials,-0.020778129668686553,False,0.0,False,0.0
2021-08-31,AAL,Industrials,0.24090768934154674,True,0.010416666666666666,True,0.006060606060606061
2021-09-30,AAL,Industrials,-0.009691689983509298,False,0.0,False,0.0
2021-10-31,AAL,Industrials,0.1010172953554513,False,0.0,True,0.006060606060606061
2021-11-30,AAL,Industrials,0.04397774516633533,False,0.0,True,0.006060606060606061
2021-12-31,AAL,Industrials,-0.05747233038687628,False,0.0,False,0.0
2022-01-31,AAL,Industrials,-0.14161891022389506,False,0.0,False,0.0
2022-02-28,AAL,Industrials,-0.25413955774502867,False,0.0,False,0.0
2022-03-31,AAL,Industrials,-0.3471789602052398,False,0.0,False,0.0
2022-04-30,AAL,Industrials,-0.39527286952372365,False,0.0,False,0.0
2022-05-31,AAL,Industrials,-0.13071987739867205,False,0.0,False,0.0
2022-06-30,AAL,Industrials,-0.289124807792173,False,0.0,False,0.0
2022-07-31,AAL,Industrials,-0.401511554221346,False,0.0,False,0.0
2022-08-31,AAL,Industrials,-0.3619754550529897,False,0.0,False,0.0
2022-09-30,AAL,Industrials,-0.3295590034934823,False,0.0,False,0.0
2022-10-31,AAL,Industrials,-0.3752542111604167,False,0.0,False,0.0
2022-11-30,AAL,Industrials,-0.16942557645129824,False,0.0,False,0.0
2022-12-31,AAL,Industrials,-0.1652598688285844,False,0.0,False,0.0
2023-01-31,AAL,Industrials,-0.22027220871718273,False,0.0,False,0.0
2023-02-28,AAL,Industrials,0.010403584273812758,False,0.0,False,0.0
2023-03-31,AAL,Industrials,-0.04138900980139376,False,0.0,False,0.0
2023-04-30,AAL,Industrials,-0.1863860416280158,False,0.0,False,0.0
2023-05-31,AAL,Industrials,-0.4105055004483069,False,0.0,False,0.0
2023-06-30,AAL,Industrials,-0.21629490448619731,False,0.0,False,0.0
2023-07-31,AAL,Industrials,0.2790773450187165,True,0.01020408163265306,False,0.0
2023-08-31,AAL,Industrials,0.12973683581680773,False,0.0,False,0.0
2023-09-30,AAL,Industrials,0.031830987396601035,False,0.0,False,0.0
2023-10-31,AAL,Industrials,-0.11295172151995365,False,0.0,False,0.0
2023-11-30,AAL,Industrials,-0.29788306391631914,False,0.0,False,0.0
2023-12-31,AAL,Industrials,-0.22058322930736246,False,0.0,False,0.0
2024-01-31,AAL,Industrials,-0.1133708794023361,False,0.0,False,0.0
2024-02-29,AAL,Industrials,-0.2180085563292362,False,0.0,False,0.0
2024-03-31,AAL,Industrials,-0.17785349475727347,False,0.0,False,0.0
2024-04-30,AAL,Industrials,-0.17492800540606113,False,0.0,False,0.0
2024-05-31,AAL,Industrials,-0.18469524789680836,False,0.0,False,0.0
2024-06-30,AAL,Industrials,-0.4649545687592941,False,0.0,False,0.0
2024-07-31,AAL,Industrials,-0.5977319373762018,False,0.0,False,0.0
2024-08-31,AAL,Industrials,-0.597420222398268,False,0.0,False,0.0
2024-09-30,AAL,Industrials,-0.5364578471062766,False,0.0,False,0.0
2024-10-31,AAL,Industrials,-0.4307131094957686,False,0.0,False,0.0
2024-11-30,AAL,Industrials,-0.16082150760357816,False,0.0,False,0.0
2024-12-31,AAL,Industrials,-0.16015484581071104,False,0.0,False,0.0
2018-02-28,AAME,Financial Services,,False,0.0,False,0.0
2018-03-31,AAME,Financial Services,,False,0.0,False,0.0
2018-04-30,AAME,Financial Services,,False,0.0,False,0.0
2018-05-31,AAME,Financial Services,,False,0.0,False,0.0
2018-06-30,AAME,Financial Services,,False,0.0,False,0.0
2018-07-31,AAME,Financial Services,,False,0.0,False,0.0
2018-08-31,AAME,Financial Services,,False,0.0,False,0.0
2018-09-30,AAME,Financial Services,,False,0.0,False,0.0
2018-10-31,AAME,Financial Services,,False,0.0,False,0.0
2018-11-30,AAME,Financial Services,,False,0.0,False,0.0
2018-12-31,AAME,Financial Services,,False,0.0,False,0.0
2019-01-31,AAME,Financial Services,,False,0.0,False,0.0
2019-02-28,AAME,Financial Services,-0.45971614193664817,False,0.0,False,0.0
2019-03-31,AAME,Financial Services,-0.3784283352968406,False,0.0,False,0.0
2019-04-30,AAME,Financial Services,-0.526868421031277,False,0.0,False,0.0
2019-05-31,AAME,Financial Services,-0.5944259757139558,False,0.0,False,0.0
2019-06-30,AAME,Financial Services,-0.30190182854485026,False,0.0,False,0.0
2019-07-31,AAME,Financial Services,-0.2376418147854122,False,0.0,False,0.0
2019-08-31,AAME,Financial Services,-0.2074642615750805,False,0.0,False,0.0
2019-09-30,AAME,Financial Services,-0.12328574108710706,False,0.0,False,0.0
2019-10-31,AAME,Financial Services,0.13106173782599917,False,0.0,False,0.0
2019-11-30,AAME,Financial Services,-0.49480461784653684,False,0.0,False,0.0
2019-12-31,AAME,Financial Services,-0.7624966645357516,False,0.0,False,0.0
2020-01-31,AAME,Financial Services,-0.6042493228592336,False,0.0,False,0.0
2020-02-29,AAME,Financial Services,-0.46675627337272024,False,0.0,False,0.0
2020-03-31,AAME,Financial Services,-0.23269897103257411,False,0.0,False,0.0
2020-04-30,AAME,Financial Services,-0.0017348772866158232,False,0.0,False,0.0
2020-05-31,AAME,Financial Services,-0.25129798000430464,False,0.0,False,0.0
2020-06-30,AAME,Financial Services,-0.3789566368830015,False,0.0,False,0.0
2020-07-31,AAME,Financial Services,-0.3738008419022612,False,0.0,False,0.0
2020-08-31,AAME,Financial Services,-0.253515074836411,False,0.0,False,0.0
2020-09-30,AAME,Financial Services,-0.2553928510790522,False,0.0,False,0.0
2020-10-31,AAME,Financial Services,-0.2995802097409126,False,0.0,False,0.0
2020-11-30,AAME,Financial Services,-0.13860555970690577,False,0.0,False,0.0
2020-12-31,AAME,Financial Services,0.02304411030234131,False,0.0,True,0.006060606060606061
2021-01-31,AAME,Financial Services,-0.1169500173132824,False,0.0,False,0.0
2021-02-28,AAME,Financial Services,-0.09220085854598417,False,0.0,False,0.0
2021-03-31,AAME,Financial Services,0.05089755363584665,True,0.010416666666666666,True,0.006060606060606061
2021-04-30,AAME,Financial Services,-0.033135457130533306,False,0.0,False,0.0
2021-05-31,AAME,Financial Services,0.1267820181980876,True,0.010416666666666666,True,0.006060606060606061
2021-06-30,AAME,Financial Services,0.3323353268953928,True,0.010416666666666666,True,0.006060606060606061
2021-07-31,AAME,Financial Services,0.60488229949754,True,0.010416666666666666,True,0.006060606060606061
2021-08-31,AAME,Financial Services,0.6119357354689466,True,0.010416666666666666,True,0.006060606060606061
2021-09-30,AAME,Financial Services,0.38380957841292007,True,0.010416666666666666,True,0.006060606060606061
2021-10-31,AAME,Financial Services,0.4431723036539044,True,0.010416666666666666,True,0.006060606060606061
2021-11-30,AAME,Financial Services,0.26422685702010623,True,0.010416666666666666,True,0.006060606060606061
2021-12-31,AAME,Financial Services,0.4769064930591977,True,0.010416666666666666,True,0.006060606060606061
2022-01-31,AAME,Financial Services,-0.045924495771213596,False,0.0,False,0.0
2022-02-28,AAME,Financial Services,-0.069520732629899,False,0.0,False,0.0
2022-03-31,AAME,Financial Services,-0.643711425424259,False,0.0,False,0.0
2022-04-30,AAME,Financial Services,-0.24071523212870036,False,0.0,False,0.0
2022-05-31,AAME,Financial Services,-0.25060085439656354,False,0.0,False,0.0
2022-06-30,AAME,Financial Services,-0.2594051907710045,False,0.0,False,0.0
2022-07-31,AAME,Financial Services,-0.32441925714461345,False,0.0,False,0.0
2022-08-31,AAME,Financial Services,-0.2556680163226579,False,0.0,False,0.0
2022-09-30,AAME,Financial Services,-0.1357327285863667,False,0.0,False,0.0
2022-10-31,AAME,Financial Services,-0.16493247383811602,False,0.0,False,0.0
2022-11-30,AAME,Financial Services,-0.17436999444615184,False,0.0,False,0.0
2022-12-31,AAME,Financial Services,-0.22438721775796178,False,0.0,False,0.0
2023-01-31,AAME,Financial Services,0.20521274619581356,False,0.0,False,0.0
2023-02-28,AAME,Financial Services,0.04182766057560906,False,0.0,False,0.0
2023-03-31,AAME,Financial Services,0.17162166161899972,False,0.0,False,0.0
2023-04-30,AAME,Financial Services,-0.18048594306053214,False,0.0,False,0.0
2023-05-31,AAME,Financial Services,-0.3880620268804364,False,0.0,False,0.0
2023-06-30,AAME,Financial Services,-0.3705381697128235,False,0.0,False,0.0
2023-07-31,AAME,Financial Services,-0.4496301140083812,False,0.0,False,0.0
2023-08-31,AAME,Financial Services,-0.5374216422455916,False,0.0,False,0.0
2023-09-30,AAME,Financial Services,-0.4329257444611642,False,0.0,False,0.0
2023-10-31,AAME,Financial Services,-0.5063539617280637,False,0.0,False,0.0
2023-11-30,AAME,Financial Services,-0.48463466645320036,False,0.0,False,0.0
2023-12-31,AAME,Financial Services,-0.37899906998230465,False,0.0,False,0.0
2024-01-31,AAME,Financial Services,-0.09085440167336778,False,0.0,False,0.0
2024-02-29,AAME,Financial Services,0.06526836477850272,False,0.0,False,0.0
2024-03-31,AAME,Financial Services,-0.01725807044663126,False,0.0,False,0.0
2024-04-30,AAME,Financial Services,-0.03640996228946219,False,0.0,False,0.0
2024-05-31,AAME,Financial Services,-0.25112047669893023,False,0.0,False,0.0
2024-06-30,AAME,Financial Services,-0.4060301202152391,False,0.0,False,0.0
2024-07-31,AAME,Financial Services,-0.24378397153252548,False,0.0,False,0.0
2024-08-31,AAME,Financial Services,-0.2948769183280536,False,0.0,False,0.0
2024-09-30,AAME,Financial Services,-0.41445951126026986,False,0.0,False,0.0
2024-10-31,AAME,Financial Services,-0.3791046426156351,False,0.0,False,0.0
2024-11-30,AAME,Financial Services,-0.3616135951812441,False,0.0,False,0.0
2024-12-31,AAME,Financial Services,-0.4403362602328938,False,0.0,False,0.0
2018-02-28,AAOI,Technology,,False,0.0,False,0.0
2018-03-31,AAOI,Technology,,False,0.0,False,0.0
2018-04-30,AAOI,Technology,,False,0.0,False,0.0
2018-05-31,AAOI,Technology,,False,0.0,False,0.0
2018-06-30,AAOI,Technology,,False,0.0,False,0.0
2018-07-31,AAOI,Technology,,False,0.0,False,0.0
2018-08-31,AAOI,Technology,,False,0.0,False,0.0
2018-09-30,AAOI,Technology,,False,0.0,False,0.0
2018-10-31,AAOI,Technology,,False,0.0,False,0.0
2018-11-30,AAOI,Technology,,False,0.0,False,0.0
2018-12-31,AAOI,Technology,,False,0.0,False,0.0
2019-01-31,AAOI,Technology,,False,0.0,False,0.0
2019-02-28,AAOI,Technology,,False,0.0,False,0.0
2019-03-31,AAOI,Technology,,False,0.0,False,0.0
2019-04-30,AAOI,Technology,,False,0.0,False,0.0
2019-05-31,AAOI,Technology,,False,0.0,False,0.0
2019-06-30,AAOI,Technology,,False,0.0,False,0.0
2019-07-31,AAOI,Technology,,False,0.0,False,0.0
2019-08-31,AAOI,Technology,,False,0.0,False,0.0
2019-09-30,AAOI,Technology,,False,0.0,False,0.0
2019-10-31,AAOI,Technology,,False,0.0,False,0.0
2019-11-30,AAOI,Technology,,False,0.0,False,0.0
2019-12-31,AAOI,Technology,,False,0.0,False,0.0
2020-01-31,AAOI,Technology,,False,0.0,False,0.0
2020-02-29,AAOI,Technology,,False,0.0,False,0.0
2020-03-31,AAOI,Technology,,False,0.0,False,0.0
2020-04-30,AAOI,Technology,,False,0.0,False,0.0
2020-05-31,AAOI,Technology,,False,0.0,False,0.0
2020-06-30,AAOI,Technology,,False,0.0,False,0.0
2020-07-31,AAOI,Technology,,False,0.0,False,0.0
2020-08-31,AAOI,Technology,,False,0.0,False,0.0
2020-09-30,AAOI,Technology,,False,0.0,False,0.0
2020-10-31,AAOI,Technology,,False,0.0,False,0.0
2020-11-30,AAOI,Technology,,False,0.0,False,0.0
2020-12-31,AAOI,Technology,,False,0.0,False,0.0
2021-01-31,AAOI,Technology,,False,0.0,False,0.0
2021-02-28,AAOI,Technology,,False,0.0,False,0.0
2021-03-31,AAOI,Technology,,False,0.0,False,0.0
2021-04-30,AAOI,Technology,,False,0.0,False,0.0
2021-05-31,AAOI,Technology,,False,0.0,False,0.0
2021-06-30,AAOI,Technology,,False,0.0,False,0.0
2021-07-31,AAOI,Technology,,False,0.0,False,0.0
2021-08-31,AAOI,Technology,,False,0.0,False,0.0
2021-09-30,AAOI,Technology,,False,0.0,False,0.0
2021-10-31,AAOI,Technology,,False,0.0,False,0.0
2021-11-30,AAOI,Technology,,False,0.0,False,0.0
2021-12-31,AAOI,Technology,,False,0.0,False,0.0
2022-01-31,AAOI,Technology,,False,0.0,False,0.0
2022-02-28,AAOI,Technology,,False,0.0,False,0.0
2022-03-31,AAOI,Technology,,False,0.0,False,0.0
2022-04-30,AAOI,Technology,,False,0.0,False,0.0
2022-05-31,AAOI,Technology,,False,0.0,False,0.0
2022-06-30,AAOI,Technology,,False,0.0,False,0.0
2022-07-31,AAOI,Technology,,False,0.0,False,0.0
2022-08-31,AAOI,Technology,,False,0.0,False,0.0
2022-09-30,AAOI,Technology,,False,0.0,False,0.0
2022-10-31,AAOI,Technology,,False,0.0,False,0.0
2022-11-30,AAOI,Technology,,False,0.0,False,0.0
2022-12-31,AAOI,Technology,,False,0.0,False,0.0
2023-01-31,AAOI,Technology,,False,0.0,False,0.0
2023-02-28,AAOI,Technology,,False,0.0,False,0.0
2023-03-31,AAOI,Technology,,False,0.0,False,0.0
2023-04-30,AAOI,Technology,,False,0.0,False,0.0
2023-05-31,AAOI,Technology,,False,0.0,False,0.0
