Date,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Healthcare,Industrials,Real Estate,Technology,Utilities
2023-03-31,0.061224489795918366,0.01020408163265306,0.12244897959183673,0.061224489795918366,0.08163265306122448,0.12244897959183673,0.16326530612244897,0.21428571428571427,0.0,0.1530612244897959,0.01020408163265306
2023-04-30,0.030612244897959183,0.02040816326530612,0.22448979591836732,0.08163265306122448,0.0510204081632653,0.0510204081632653,0.16326530612244897,0.21428571428571427,0.0,0.16326530612244897,0.0
2023-05-31,0.030612244897959183,0.02040816326530612,0.2346938775510204,0.07142857142857142,0.04081632653061224,0.07142857142857142,0.19387755102040816,0.2040816326530612,0.0,0.12244897959183673,0.01020408163265306
2023-06-30,0.030612244897959183,0.030612244897959183,0.19387755102040816,0.061224489795918366,0.0,0.04081632653061224,0.16326530612244897,0.2346938775510204,0.0,0.24489795918367346,0.0
2023-07-31,0.04081632653061224,0.02040816326530612,0.2346938775510204,0.02040816326530612,0.01020408163265306,0.030612244897959183,0.11224489795918366,0.29591836734693877,0.0,0.2346938775510204,0.0
2023-08-31,0.061224489795918366,0.04081632653061224,0.21428571428571427,0.02040816326530612,0.02040816326530612,0.07142857142857142,0.11224489795918366,0.2857142857142857,0.0,0.17346938775510204,0.0
2023-09-30,0.061224489795918366,0.030612244897959183,0.19387755102040816,0.01020408163265306,0.02040816326530612,0.0510204081632653,0.12244897959183673,0.29591836734693877,0.0,0.21428571428571427,0.0
2023-10-31,0.061224489795918366,0.0510204081632653,0.17346938775510204,0.01020408163265306,0.04081632653061224,0.07142857142857142,0.061224489795918366,0.26530612244897955,0.0,0.26530612244897955,0.0
2023-11-30,0.0510204081632653,0.061224489795918366,0.19387755102040816,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.061224489795918366,0.21428571428571427,0.030612244897959183,0.26530612244897955,0.0
2023-12-31,0.04081632653061224,0.04081632653061224,0.12244897959183673,0.01020408163265306,0.02040816326530612,0.11224489795918366,0.09183673469387754,0.21428571428571427,0.02040816326530612,0.32653061224489793,0.0
2024-01-31,0.030612244897959183,0.061224489795918366,0.18367346938775508,0.02040816326530612,0.0,0.07142857142857142,0.061224489795918366,0.22448979591836732,0.01020408163265306,0.32653061224489793,0.01020408163265306
2024-02-29,0.030612244897959183,0.04081632653061224,0.1530612244897959,0.02040816326530612,0.02040816326530612,0.1020408163265306,0.11224489795918366,0.2040816326530612,0.0,0.3061224489795918,0.01020408163265306
2024-03-31,0.061224489795918366,0.04081632653061224,0.1530612244897959,0.02040816326530612,0.02040816326530612,0.07142857142857142,0.08163265306122448,0.2040816326530612,0.01020408163265306,0.32653061224489793,0.01020408163265306
2024-04-30,0.0510204081632653,0.030612244897959183,0.1530612244897959,0.030612244897959183,0.030612244897959183,0.2040816326530612,0.08163265306122448,0.19387755102040816,0.030612244897959183,0.18367346938775508,0.01020408163265306
2024-05-31,0.04081632653061224,0.030612244897959183,0.1020408163265306,0.04081632653061224,0.04081632653061224,0.19387755102040816,0.061224489795918366,0.2040816326530612,0.02040816326530612,0.25510204081632654,0.01020408163265306
2024-06-30,0.030612244897959183,0.02040816326530612,0.1020408163265306,0.030612244897959183,0.061224489795918366,0.24489795918367346,0.0510204081632653,0.19387755102040816,0.030612244897959183,0.22448979591836732,0.01020408163265306
2024-07-31,0.02040816326530612,0.04081632653061224,0.1020408163265306,0.030612244897959183,0.0510204081632653,0.2040816326530612,0.1020408163265306,0.1530612244897959,0.02040816326530612,0.26530612244897955,0.01020408163265306
2024-08-31,0.02040816326530612,0.0510204081632653,0.09183673469387754,0.030612244897959183,0.01020408163265306,0.25510204081632654,0.12244897959183673,0.14285714285714285,0.01020408163265306,0.25510204081632654,0.01020408163265306
2024-09-30,0.02040816326530612,0.04081632653061224,0.1020408163265306,0.030612244897959183,0.01020408163265306,0.2755102040816326,0.12244897959183673,0.16326530612244897,0.02040816326530612,0.2040816326530612,0.01020408163265306
2024-10-31,0.01020408163265306,0.030612244897959183,0.13265306122448978,0.02040816326530612,0.0,0.19387755102040816,0.12244897959183673,0.22448979591836732,0.04081632653061224,0.2040816326530612,0.02040816326530612
2024-11-30,0.01020408163265306,0.030612244897959183,0.12244897959183673,0.01020408163265306,0.0,0.2755102040816326,0.11224489795918366,0.21428571428571427,0.030612244897959183,0.17346938775510204,0.02040816326530612
2024-12-31,0.01020408163265306,0.0510204081632653,0.08163265306122448,0.04081632653061224,0.030612244897959183,0.32653061224489793,0.061224489795918366,0.21428571428571427,0.030612244897959183,0.14285714285714285,0.01020408163265306
